master_person_id,first_name,last_name,title,engagement_score,recency_score,profile_fit_score,account_score,readiness_score,score_percentile,priority_tier,readiness_band,score_breakdown_json,eligibility_status,structural_block_flag,top_positive_reasons,top_negative_reasons
MP00000000000402,Nicholas,James,Director of Cybersecurity,19.0,6.0,9.66,0.0,34.66,39.09,Cold,Low,"{""engagement"": 19.0, ""recency"": 6.0, ""profile"": 9.66, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000403,Andrea,Davis,Director of Cybersecurity,0.0,0.0,2.29,0.0,2.29,0.58,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 2.29, ""account"": 0.0}",Eligible,False,None,"Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence)"
MP00000000000404,Deborah,Sims,Threat Intelligence Analyst,5.0,6.0,10.23,0.0,21.23,23.1,Cold,Low,"{""engagement"": 5.0, ""recency"": 6.0, ""profile"": 10.23, ""account"": 0.0}",Eligible,False,High profile completeness,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000405,Leslie,Hudson,IT Security Manager,0.0,0.0,6.86,0.0,6.86,5.6,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 6.86, ""account"": 0.0}",Eligible,False,None,"Zero response history (passive sends only), Data gap: missing account linkage (orphan)"
MP00000000000406,Patricia,Craig,,19.0,12.0,7.89,0.0,38.89,46.91,Cold,Low,"{""engagement"": 19.0, ""recency"": 12.0, ""profile"": 7.89, ""account"": 0.0}",Eligible,False,High-tier buying authority (Director/C-Suite),"Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000407,Rhonda,Moore,Security Operations Manager,15.0,12.0,8.86,0.0,35.86,40.61,Cold,Low,"{""engagement"": 15.0, ""recency"": 12.0, ""profile"": 8.86, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000408,Jared,Williams,Cyber Security Manager,5.0,20.0,13.43,0.0,38.43,45.27,Cold,Low,"{""engagement"": 5.0, ""recency"": 20.0, ""profile"": 13.43, ""account"": 0.0}",Eligible,False,"Hot recency: engaged within past 7 days, High profile completeness",Data gap: missing account linkage (orphan)
MP00000000000409,Angelica,Maxwell,Information Security Manager,0.0,0.0,13.43,0.0,13.43,16.34,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 13.43, ""account"": 0.0}",Eligible,False,High profile completeness,"Zero response history (passive sends only), Data gap: missing account linkage (orphan)"
MP00000000000410,Victoria,Henry,,19.0,20.0,6.86,0.0,45.86,60.21,Monitor,Medium,"{""engagement"": 19.0, ""recency"": 20.0, ""profile"": 6.86, ""account"": 0.0}",Blocked,True,Hot recency: engaged within past 7 days,"Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000411,Steven,Roberts,Information Security Analyst,26.33,25.0,13.83,0.0,65.16,89.85,Warm,High,"{""engagement"": 26.33, ""recency"": 25.0, ""profile"": 13.83, ""account"": 0.0}",Restricted,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite)","Data gap: missing account linkage (orphan), Data quality risk: duplicate email address"
MP00000000000412,Patricia,Fernandez,,19.0,20.0,1.71,0.0,40.71,49.94,Monitor,Medium,"{""engagement"": 19.0, ""recency"": 20.0, ""profile"": 1.71, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000413,Shannon,Kelly,,22.0,21.0,12.86,0.0,55.86,77.48,Monitor,Medium,"{""engagement"": 22.0, ""recency"": 21.0, ""profile"": 12.86, ""account"": 0.0}",Eligible,False,None,"Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000414,Jeffrey,Hall,Security Analyst,15.0,6.0,10.23,0.0,31.23,33.02,Cold,Low,"{""engagement"": 15.0, ""recency"": 6.0, ""profile"": 10.23, ""account"": 0.0}",Blocked,True,High profile completeness,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000415,Bobby,Ball,,15.0,6.0,6.29,0.0,27.29,26.72,Cold,Low,"{""engagement"": 15.0, ""recency"": 6.0, ""profile"": 6.29, ""account"": 0.0}",Eligible,False,None,"Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000416,John,Woods,Threat Intelligence Analyst,31.0,25.0,4.86,0.0,60.86,84.36,Warm,High,"{""engagement"": 31.0, ""recency"": 25.0, ""profile"": 4.86, ""account"": 0.0}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, Engagement surge detected in past 14 days","Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000417,Mariah,Keller,Information Security Manager,5.0,20.0,6.86,0.0,31.86,34.54,Cold,Low,"{""engagement"": 5.0, ""recency"": 20.0, ""profile"": 6.86, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"High automation inflation (DQ-8: >70% sends), Data gap: missing account linkage (orphan)"
MP00000000000418,Catherine,Wilkinson,Senior Security Analyst,0.0,20.0,2.29,0.0,22.29,23.69,Cold,Low,"{""engagement"": 0.0, ""recency"": 20.0, ""profile"": 2.29, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000419,Douglas,Taylor,Director of Information Security,27.67,25.0,8.46,0.0,61.13,84.83,Warm,High,"{""engagement"": 27.67, ""recency"": 25.0, ""profile"": 8.46, ""account"": 0.0}",Blocked,True,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite)","Data gap: missing account linkage (orphan), Data quality risk: shared general inbox address"
MP00000000000420,Devin,Jimenez,,22.0,25.0,4.29,0.0,51.29,69.78,Monitor,Medium,"{""engagement"": 22.0, ""recency"": 25.0, ""profile"": 4.29, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000421,Christine,Dickson,Director Security Operations,9.0,20.0,8.46,0.0,37.46,43.99,Cold,Low,"{""engagement"": 9.0, ""recency"": 20.0, ""profile"": 8.46, ""account"": 0.0}",Eligible,False,"Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite)","High automation inflation (DQ-8: >70% sends), Data gap: missing account linkage (orphan)"
MP00000000000422,Miguel,Mitchell,Cyber Security Analyst,29.0,25.0,8.86,0.0,62.86,86.23,Warm,High,"{""engagement"": 29.0, ""recency"": 25.0, ""profile"": 8.86, ""account"": 0.0}",Restricted,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days","Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan), Data quality risk: duplicate email address"
MP00000000000423,Mark,Bridges,Security Operations Manager,0.0,6.0,8.86,0.0,14.86,18.2,Cold,Low,"{""engagement"": 0.0, ""recency"": 6.0, ""profile"": 8.86, ""account"": 0.0}",Eligible,False,None,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000424,Tara,Browning,Information Security Director,0.0,0.0,2.29,0.0,2.29,0.58,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 2.29, ""account"": 0.0}",Eligible,False,None,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000425,Brenda,Harris,Senior Security Analyst,4.0,20.0,4.86,0.0,28.86,28.24,Cold,Low,"{""engagement"": 4.0, ""recency"": 20.0, ""profile"": 4.86, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000426,Cory,Miles,Cyber Security Manager,19.0,6.0,4.86,0.0,29.86,30.57,Cold,Low,"{""engagement"": 19.0, ""recency"": 6.0, ""profile"": 4.86, ""account"": 0.0}",Restricted,False,None,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan), Data quality risk: duplicate email address"
MP00000000000427,Justin,Heath,Cyber Security Manager,25.67,25.0,10.23,0.0,60.9,84.6,Warm,High,"{""engagement"": 25.67, ""recency"": 25.0, ""profile"": 10.23, ""account"": 0.0}",Restricted,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, High profile completeness","Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan), Data quality risk: duplicate email address"
MP00000000000428,Laura,Horton,Security Analyst,0.0,0.0,10.23,0.0,10.23,11.32,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 10.23, ""account"": 0.0}",Eligible,False,High profile completeness,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000429,Lindsey,Fox,Cyber Security Manager,15.0,20.0,8.86,0.0,43.86,56.01,Monitor,Medium,"{""engagement"": 15.0, ""recency"": 20.0, ""profile"": 8.86, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000430,Mia,Rivera,Security Consultant,30.5,25.0,7.43,0.0,62.93,86.93,Warm,High,"{""engagement"": 30.5, ""recency"": 25.0, ""profile"": 7.43, ""account"": 0.0}",Restricted,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, High profile completeness","Data gap: missing account linkage (orphan), Data quality risk: duplicate email address"
MP00000000000431,Darlene,Mccoy,Director Security Operations,15.0,12.0,9.66,0.0,36.66,41.89,Cold,Low,"{""engagement"": 15.0, ""recency"": 12.0, ""profile"": 9.66, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000432,Ryan,Clark,IT Security Manager,9.0,20.0,6.86,0.0,35.86,40.61,Cold,Low,"{""engagement"": 9.0, ""recency"": 20.0, ""profile"": 6.86, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"High automation inflation (DQ-8: >70% sends), Data gap: missing account linkage (orphan)"
MP00000000000433,Jimmy,Hawkins,,0.0,0.0,10.29,0.0,10.29,12.72,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 10.29, ""account"": 0.0}",Eligible,False,High-tier buying authority (Director/C-Suite),"Zero response history (passive sends only), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000434,Kimberly,Mora,,0.0,0.0,8.29,0.0,8.29,7.7,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 8.29, ""account"": 0.0}",Eligible,False,None,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000435,Tara,Harris,VP Cybersecurity,0.0,0.0,9.66,0.0,9.66,9.68,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 9.66, ""account"": 0.0}",Eligible,False,High-tier buying authority (Director/C-Suite),"Zero response history (passive sends only), Data gap: missing account linkage (orphan)"
MP00000000000436,Sean,Sanchez,,15.0,6.0,4.29,0.0,25.29,25.44,Cold,Low,"{""engagement"": 15.0, ""recency"": 6.0, ""profile"": 4.29, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000437,William,Hansen,Threat Intelligence Analyst,12.67,20.0,4.86,0.0,37.53,44.11,Cold,Low,"{""engagement"": 12.67, ""recency"": 20.0, ""profile"": 4.86, ""account"": 0.0}",Eligible,False,High interaction volume (3+ responses),"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000438,Jane,Smith,,15.0,6.0,1.71,0.0,22.71,24.04,Cold,Low,"{""engagement"": 15.0, ""recency"": 6.0, ""profile"": 1.71, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000439,Karen,Parrish,Director of Information Security,27.67,20.0,15.83,0.0,63.5,87.75,Warm,High,"{""engagement"": 27.67, ""recency"": 20.0, ""profile"": 15.83, ""account"": 0.0}",Restricted,False,"High interaction volume (3+ responses), High-tier buying authority (Director/C-Suite), High profile completeness","Data gap: missing account linkage (orphan), Data quality risk: duplicate email address"
MP00000000000440,Anthony,Young,,29.5,25.0,2.29,0.0,56.79,79.0,Monitor,Medium,"{""engagement"": 29.5, ""recency"": 25.0, ""profile"": 2.29, ""account"": 0.0}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days","Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000441,Michelle,Turner,Cyber Security Analyst,15.0,12.0,2.29,0.0,29.29,28.94,Cold,Low,"{""engagement"": 15.0, ""recency"": 12.0, ""profile"": 2.29, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000442,Benjamin,Brown,Cyber Security Manager,19.0,12.0,13.43,0.0,44.43,57.53,Monitor,Medium,"{""engagement"": 19.0, ""recency"": 12.0, ""profile"": 13.43, ""account"": 0.0}",Eligible,False,High profile completeness,Data gap: missing account linkage (orphan)
MP00000000000443,Shaun,Jones,Partner Alliance Manager,0.0,0.0,2.86,0.0,2.86,1.63,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 2.86, ""account"": 0.0}",Eligible,False,None,"Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence)"
MP00000000000444,Samantha,Patrick,Director of Information Security,19.0,6.0,15.83,0.0,40.83,50.29,Monitor,Medium,"{""engagement"": 19.0, ""recency"": 6.0, ""profile"": 15.83, ""account"": 0.0}",Eligible,False,"High-tier buying authority (Director/C-Suite), High profile completeness",Data gap: missing account linkage (orphan)
MP00000000000445,Todd,Reynolds,Security Analyst,7.0,20.0,10.23,0.0,37.23,43.17,Cold,Low,"{""engagement"": 7.0, ""recency"": 20.0, ""profile"": 10.23, ""account"": 0.0}",Eligible,False,"Hot recency: engaged within past 7 days, High profile completeness","High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000446,Jennifer,Jones,Information Security Manager,4.0,12.0,15.83,0.0,31.83,34.31,Cold,Low,"{""engagement"": 4.0, ""recency"": 12.0, ""profile"": 15.83, ""account"": 0.0}",Restricted,False,"High-tier buying authority (Director/C-Suite), High profile completeness","High automation inflation (DQ-8: >70% sends), Data gap: missing account linkage (orphan), Data quality risk: duplicate email address"
MP00000000000447,Kathleen,Horton,,4.0,12.0,1.71,0.0,17.71,20.65,Cold,Low,"{""engagement"": 4.0, ""recency"": 12.0, ""profile"": 1.71, ""account"": 0.0}",Eligible,False,None,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000448,Thomas,Davis,Vice President Security,37.86,23.0,15.03,0.0,75.89,97.43,Warm,High,"{""engagement"": 37.86, ""recency"": 23.0, ""profile"": 15.03, ""account"": 0.0}",Restricted,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite)","Data gap: missing account linkage (orphan), Data quality risk: duplicate email address"
MP00000000000449,Dana,Blanchard,Information Security Manager,31.0,24.0,13.43,0.0,68.43,92.42,Warm,High,"{""engagement"": 31.0, ""recency"": 24.0, ""profile"": 13.43, ""account"": 0.0}",Blocked,True,"High interaction volume (3+ responses), High profile completeness",Data gap: missing account linkage (orphan)
MP00000000000450,Nichole,Harvey,,15.0,12.0,9.66,0.0,36.66,41.89,Cold,Low,"{""engagement"": 15.0, ""recency"": 12.0, ""profile"": 9.66, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000451,Timothy,Sanchez,,15.0,12.0,17.66,0.0,44.66,58.11,Monitor,Medium,"{""engagement"": 15.0, ""recency"": 12.0, ""profile"": 17.66, ""account"": 0.0}",Eligible,False,High-tier buying authority (Director/C-Suite),"Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000452,John,Kelley,Security Engineer,27.67,25.0,2.86,0.0,55.53,77.13,Monitor,Medium,"{""engagement"": 27.67, ""recency"": 25.0, ""profile"": 2.86, ""account"": 0.0}",Blocked,True,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days","Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000453,Wesley,Farrell,Security Operations Manager,19.0,6.0,13.43,0.0,38.43,45.27,Cold,Low,"{""engagement"": 19.0, ""recency"": 6.0, ""profile"": 13.43, ""account"": 0.0}",Blocked,True,High profile completeness,"Data gap: missing account linkage (orphan), Data quality risk: shared general inbox address"
MP00000000000454,Mary,Bruce,Information Security Director,0.0,0.0,15.83,0.0,15.83,19.25,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 15.83, ""account"": 0.0}",Eligible,False,"High-tier buying authority (Director/C-Suite), High profile completeness","Zero response history (passive sends only), Data gap: missing account linkage (orphan)"
MP00000000000455,Tammy,Edwards,Cyber Security Analyst,19.0,12.0,7.66,0.0,38.66,45.97,Cold,Low,"{""engagement"": 19.0, ""recency"": 12.0, ""profile"": 7.66, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000456,Jason,Gates,,0.0,6.0,12.86,0.0,18.86,22.05,Cold,Low,"{""engagement"": 0.0, ""recency"": 6.0, ""profile"": 12.86, ""account"": 0.0}",Eligible,False,None,"High automation inflation (DQ-8: >70% sends), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000457,Sarah,Rodriguez,,14.0,25.0,1.71,0.0,40.71,49.94,Monitor,Medium,"{""engagement"": 14.0, ""recency"": 25.0, ""profile"": 1.71, ""account"": 0.0}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days","High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000458,Eric,Price,Vice President Security,19.0,6.0,18.23,0.0,43.23,55.08,Monitor,Medium,"{""engagement"": 19.0, ""recency"": 6.0, ""profile"": 18.23, ""account"": 0.0}",Eligible,False,"High-tier buying authority (Director/C-Suite), High profile completeness",Data gap: missing account linkage (orphan)
MP00000000000459,Nathan,Dickerson,,19.67,25.0,15.26,0.0,59.93,83.2,Monitor,Medium,"{""engagement"": 19.67, ""recency"": 25.0, ""profile"": 15.26, ""account"": 0.0}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite)","Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000460,Jonathan,Cox,,0.0,0.0,9.66,0.0,9.66,9.68,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 9.66, ""account"": 0.0}",Eligible,False,None,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000461,Craig,Competitor,Security Research Engineer,0.0,0.0,5.43,0.0,5.43,4.55,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 5.43, ""account"": 0.0}",Blocked,True,High profile completeness,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000462,Joel,Romero,,11.33,25.0,9.09,0.0,45.42,59.51,Monitor,Medium,"{""engagement"": 11.33, ""recency"": 25.0, ""profile"": 9.09, ""account"": 0.0}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite)","High automation inflation (DQ-8: >70% sends), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000463,Bill,Wong,Senior Security Analyst,4.0,20.0,7.66,0.0,31.66,33.84,Cold,Low,"{""engagement"": 4.0, ""recency"": 20.0, ""profile"": 7.66, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000464,Jeffery,Schneider,Security Analyst,19.0,6.0,4.86,0.0,29.86,30.57,Cold,Low,"{""engagement"": 19.0, ""recency"": 6.0, ""profile"": 4.86, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000465,Anthony,Mclaughlin,IT Security Manager,5.0,12.0,13.43,0.0,30.43,31.74,Cold,Low,"{""engagement"": 5.0, ""recency"": 12.0, ""profile"": 13.43, ""account"": 0.0}",Blocked,True,High profile completeness,Data gap: missing account linkage (orphan)
MP00000000000466,Anita,Ford,,22.0,20.0,1.71,0.0,43.71,55.78,Monitor,Medium,"{""engagement"": 22.0, ""recency"": 20.0, ""profile"": 1.71, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000467,Robert,Gonzalez,,19.0,16.0,9.09,0.0,44.09,56.59,Monitor,Medium,"{""engagement"": 19.0, ""recency"": 16.0, ""profile"": 9.09, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000468,James,Murphy,Threat Intelligence Analyst,14.0,25.0,2.29,0.0,41.29,51.81,Monitor,Medium,"{""engagement"": 14.0, ""recency"": 25.0, ""profile"": 2.29, ""account"": 0.0}",Restricted,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days","High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000469,Michael,Jenkins,Information Security Manager,15.0,12.0,2.29,0.0,29.29,28.94,Cold,Low,"{""engagement"": 15.0, ""recency"": 12.0, ""profile"": 2.29, ""account"": 0.0}",Blocked,True,None,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan), Data quality risk: shared general inbox address"
MP00000000000470,Christopher,Chan,,0.0,0.0,4.29,0.0,4.29,2.92,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 4.29, ""account"": 0.0}",Blocked,True,None,"Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence)"
MP00000000000471,Ryan,Colon,,19.0,20.0,15.26,0.0,54.26,74.56,Monitor,Medium,"{""engagement"": 19.0, ""recency"": 20.0, ""profile"": 15.26, ""account"": 0.0}",Eligible,False,"Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite)","Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000472,Robin,Perry,Information Security Analyst,0.0,0.0,10.23,0.0,10.23,11.32,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 10.23, ""account"": 0.0}",Eligible,False,High profile completeness,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000473,Julie,Smith,,19.0,6.0,4.29,0.0,29.29,28.94,Cold,Low,"{""engagement"": 19.0, ""recency"": 6.0, ""profile"": 4.29, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000474,Brenda,Smith,Security Researcher,4.0,20.0,4.86,0.0,28.86,28.24,Cold,Low,"{""engagement"": 4.0, ""recency"": 20.0, ""profile"": 4.86, ""account"": 0.0}",Restricted,False,Hot recency: engaged within past 7 days,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000475,Justin,Sanchez,,24.0,25.0,1.71,0.0,50.71,68.84,Monitor,Medium,"{""engagement"": 24.0, ""recency"": 25.0, ""profile"": 1.71, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000476,Chad,Brown,,19.0,6.0,4.29,0.0,29.29,28.94,Cold,Low,"{""engagement"": 19.0, ""recency"": 6.0, ""profile"": 4.29, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000477,George,Leonard,IT Security Manager,19.0,16.0,2.29,0.0,37.29,43.41,Cold,Low,"{""engagement"": 19.0, ""recency"": 16.0, ""profile"": 2.29, ""account"": 0.0}",Blocked,True,None,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000478,Tyler,Holmes,,7.0,20.0,7.09,0.0,34.09,38.51,Cold,Low,"{""engagement"": 7.0, ""recency"": 20.0, ""profile"": 7.09, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000479,Robert,Gill,Vice President Information Security,4.0,20.0,2.29,0.0,26.29,26.02,Cold,Low,"{""engagement"": 4.0, ""recency"": 20.0, ""profile"": 2.29, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000480,Stephen,Robinson,Developer,19.0,12.0,2.29,0.0,33.29,36.76,Cold,Low,"{""engagement"": 19.0, ""recency"": 12.0, ""profile"": 2.29, ""account"": 0.0}",Blocked,True,None,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000481,Chad,Davis,,0.0,0.0,7.09,0.0,7.09,6.42,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 7.09, ""account"": 0.0}",Eligible,False,None,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000482,Paul,Gallagher,,4.0,20.0,2.29,0.0,26.29,26.02,Cold,Low,"{""engagement"": 4.0, ""recency"": 20.0, ""profile"": 2.29, ""account"": 0.0}",Blocked,True,Hot recency: engaged within past 7 days,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000483,George,Porter,,22.0,25.0,10.29,0.0,57.29,79.58,Monitor,Medium,"{""engagement"": 22.0, ""recency"": 25.0, ""profile"": 10.29, ""account"": 0.0}",Eligible,False,"Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite)","Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000484,David,King,Information Security Manager,19.0,12.0,12.23,0.0,43.23,55.08,Monitor,Medium,"{""engagement"": 19.0, ""recency"": 12.0, ""profile"": 12.23, ""account"": 0.0}",Restricted,False,High profile completeness,"Data gap: missing account linkage (orphan), Data quality risk: duplicate email address"
MP00000000000485,Jeremy,Whitehead,Director of Information Security,19.0,12.0,15.83,0.0,46.83,61.96,Monitor,Medium,"{""engagement"": 19.0, ""recency"": 12.0, ""profile"": 15.83, ""account"": 0.0}",Restricted,False,"High-tier buying authority (Director/C-Suite), High profile completeness","Data gap: missing account linkage (orphan), Data quality risk: shared general inbox address"
MP00000000000486,Samantha,Schroeder,Director of Cybersecurity,33.0,25.0,9.66,0.0,67.66,92.18,Warm,High,"{""engagement"": 33.0, ""recency"": 25.0, ""profile"": 9.66, ""account"": 0.0}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days","Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
