master_person_id,preferred_entity_id,preferred_entity_type,lead_id,contact_id,email,normalized_email,account_id,first_name,last_name,title,job_persona,job_level,source_entity_types,has_lead_record,has_contact_record,is_connected_pair,broken_conversion_link_flag,duplicate_email_flag,shared_mailbox_flag,entity_resolution_confidence
MP00000000000399,00Q0Ay2ddZVFePYu80,Lead,00Q0Ay2ddZVFePYu80,,jessica.davis@contreras-hernandez.com,jessica.davis@contreras-hernandez.com,,Jessica,Davis,,,Individual Contributor,Lead,True,False,False,False,False,False,1.0
MP00000000000400,00Q0AzEJT9cyFS541o,Lead,00Q0AzEJT9cyFS541o,,mercedes.holland@partnerconsulting.com,mercedes.holland@partnerconsulting.com,,Mercedes,Holland,,Partner / Channel,Manager,Lead,True,False,False,False,False,False,1.0
MP00000000000401,00Q0UJXSwOipDquRCR,Lead,00Q0UJXSwOipDquRCR,,elizabeth.taylor@moore-bright.com,elizabeth.taylor@moore-bright.com,,Elizabeth,Taylor,SOC Analyst,Security Operations,Individual Contributor,Lead,True,False,False,False,False,False,1.0
MP00000000000402,00Q0VdEzTZcQL2qmIE,Lead,00Q0VdEzTZcQL2qmIE,,nicholas.james@moodyhuntandherring.com,nicholas.james@moodyhuntandherring.com,,Nicholas,James,Director of Cybersecurity,Security Leadership,,Lead,True,False,False,False,False,False,1.0
MP00000000000403,00Q0XqRwHviirWz5kn,Lead,00Q0XqRwHviirWz5kn,,andrea.davis@bond-hawkins.com,andrea.davis@bond-hawkins.com,,Andrea,Davis,Director of Cybersecurity,,,Lead,True,False,False,False,False,False,1.0
MP00000000000404,00Q0gfTjA35XRjdDcs,Lead,00Q0gfTjA35XRjdDcs,,deborah.sims@vaughanplc.com,deborah.sims@vaughanplc.com,,Deborah,Sims,Threat Intelligence Analyst,Security Operations,Individual Contributor,Lead,True,False,False,False,False,False,1.0
MP00000000000405,00Q0kw2k65us3mCpL9,Lead,00Q0kw2k65us3mCpL9,,leslie.hudson@lanegonzalezandmaldonado.com,leslie.hudson@lanegonzalezandmaldonado.com,,Leslie,Hudson,IT Security Manager,,Manager,Lead,True,False,False,False,False,False,1.0
MP00000000000406,00Q1E9KZrTTpuJ3KjJ,Lead,00Q1E9KZrTTpuJ3KjJ,,patricia.craig@yahoo.com,patricia.craig@yahoo.com,,Patricia,Craig,,,Director,Lead,True,False,False,False,False,False,1.0
MP00000000000407,00Q1F7G4bogoRGZrSi,Lead,00Q1F7G4bogoRGZrSi,,rhonda.moore@garciasotoandpitts.com,rhonda.moore@garciasotoandpitts.com,,Rhonda,Moore,Security Operations Manager,Security Management,,Lead,True,False,False,False,False,False,1.0
MP00000000000408,00Q1MAzuBkY5t1EBHb,Lead,00Q1MAzuBkY5t1EBHb,,jared.williams@ortiz-martin.com,jared.williams@ortiz-martin.com,,Jared,Williams,Cyber Security Manager,Security Management,Manager,Lead,True,False,False,False,False,False,1.0
MP00000000000409,00Q1OZNVUPV0fGjWJN,Lead,00Q1OZNVUPV0fGjWJN,,angelica.maxwell@rhodes-powell.com,angelica.maxwell@rhodes-powell.com,,Angelica,Maxwell,Information Security Manager,Security Management,Manager,Lead,True,False,False,False,False,False,1.0
MP00000000000410,00Q1b1Oox8gt1GlFC5,Lead,00Q1b1Oox8gt1GlFC5,,victoria.henry@vendorsystems.com,victoria.henry@vendorsystems.com,,Victoria,Henry,,Non-Prospect,Manager,Lead,True,False,False,False,False,False,1.0
MP00000000000411,00Q1u7a67h9DpLm4IW,Lead,"00Q1u7a67h9DpLm4IW,00QdUc0wFrQLr5xYbj",,steven.roberts@estrada-nolan.com,steven.roberts@estrada-nolan.com,,Steven,Roberts,Information Security Analyst,Security Operations,Director,Lead,True,False,False,False,True,False,0.9
MP00000000000412,00Q25VLNxSTxNI1Ynh,Lead,00Q25VLNxSTxNI1Ynh,,patricia.fernandez@arnoldplc.com,patricia.fernandez@arnoldplc.com,,Patricia,Fernandez,,,,Lead,True,False,False,False,False,False,1.0
MP00000000000413,00Q2IStSJsSPjXhL1p,Lead,00Q2IStSJsSPjXhL1p,,shannon.kelly@whitehicksandarnold.com,shannon.kelly@whitehicksandarnold.com,,Shannon,Kelly,,Security Management,Manager,Lead,True,False,False,False,False,False,1.0
MP00000000000414,00Q2J5fWNk56UPfmr1,Lead,00Q2J5fWNk56UPfmr1,,jeffrey.hall@robinson-smith.com,jeffrey.hall@robinson-smith.com,,Jeffrey,Hall,Security Analyst,Security Operations,Individual Contributor,Lead,True,False,False,False,False,False,1.0
MP00000000000415,00Q2O8iiX13R5MCAYx,Lead,00Q2O8iiX13R5MCAYx,,bobby.ball@yahoo.com,bobby.ball@yahoo.com,,Bobby,Ball,,,Manager,Lead,True,False,False,False,False,False,1.0
MP00000000000416,00Q2UoYXdJmceAta7p,Lead,00Q2UoYXdJmceAta7p,,john.woods@browncruzandcoleman.com,john.woods@browncruzandcoleman.com,,John,Woods,Threat Intelligence Analyst,,Individual Contributor,Lead,True,False,False,False,False,False,1.0
MP00000000000417,00Q2fuTif6a3cYzgj6,Lead,00Q2fuTif6a3cYzgj6,,mariah.keller@johnsongroup.com,mariah.keller@johnsongroup.com,,Mariah,Keller,Information Security Manager,,Manager,Lead,True,False,False,False,False,False,1.0
MP00000000000418,00Q2kBhPonUOfASj53,Lead,00Q2kBhPonUOfASj53,,catherine.wilkinson@arnold-thompson.com,catherine.wilkinson@arnold-thompson.com,,Catherine,Wilkinson,Senior Security Analyst,,,Lead,True,False,False,False,False,False,1.0
MP00000000000419,00Q2q3UjrnvQ0Fp4dN,Lead,00Q2q3UjrnvQ0Fp4dN,,security@highintent.com,security@highintent.com,,Douglas,Taylor,Director of Information Security,,Director,Lead,True,False,False,False,False,True,1.0
MP00000000000420,00Q3bQxAh4FNPIXDxa,Lead,00Q3bQxAh4FNPIXDxa,,devin.jimenez@harvey.com,devin.jimenez@harvey.com,,Devin,Jimenez,,,Individual Contributor,Lead,True,False,False,False,False,False,1.0
MP00000000000421,00Q3gVnjgoYqGIP653,Lead,00Q3gVnjgoYqGIP653,,christine.dickson@churchguzmanandtucker.com,christine.dickson@churchguzmanandtucker.com,,Christine,Dickson,Director Security Operations,,Director,Lead,True,False,False,False,False,False,1.0
MP00000000000422,00Q3lX87eCr0uIamIs,Lead,"00Q3lX87eCr0uIamIs,00Qy76jTUIhDswdP8o",,miguel.mitchell@murray-jhonson.com,miguel.mitchell@murray-jhonson.com,,Miguel,Mitchell,Cyber Security Analyst,Security Management,,Lead,True,False,False,False,True,False,0.9
MP00000000000423,00Q406gnZi91SofSYY,Lead,00Q406gnZi91SofSYY,,mark.bridges@ford-moody.com,mark.bridges@ford-moody.com,,Mark,Bridges,Security Operations Manager,Security Management,,Lead,True,False,False,False,False,False,1.0
MP00000000000424,00Q46f3KwOxBFK6gsv,Lead,00Q46f3KwOxBFK6gsv,,tara.browning@allen-hernandez.com,tara.browning@allen-hernandez.com,,Tara,Browning,Information Security Director,,,Lead,True,False,False,False,False,False,1.0
MP00000000000425,00Q4FL2oIvHquilA0m,Lead,00Q4FL2oIvHquilA0m,,brenda.harris@gmail.com,brenda.harris@gmail.com,,Brenda,Harris,Senior Security Analyst,,Individual Contributor,Lead,True,False,False,False,False,False,1.0
MP00000000000426,00Q4ITIKvYo7CzakFI,Lead,"00Q4ITIKvYo7CzakFI,00QJXHwmhPE7tyyhvC",,cory.miles@schmidtchavezandjacobs.com,cory.miles@schmidtchavezandjacobs.com,,Cory,Miles,Cyber Security Manager,,Individual Contributor,Lead,True,False,False,False,True,False,0.9
MP00000000000427,00Q4QDoafgJE6WeS4N,Lead,"00Q4QDoafgJE6WeS4N,00QCqpgrxMp1juJtVE",,justin.heath@hallltd.com,justin.heath@hallltd.com,,Justin,Heath,Cyber Security Manager,Security Operations,Individual Contributor,Lead,True,False,False,False,True,False,0.9
MP00000000000428,00Q4RSnE9I9egVuBpF,Lead,00Q4RSnE9I9egVuBpF,,laura.horton@hollandpriceanddixon.com,laura.horton@hollandpriceanddixon.com,,Laura,Horton,Security Analyst,Security Operations,Individual Contributor,Lead,True,False,False,False,False,False,1.0
MP00000000000429,00Q4tFyWR4w7UEqMAO,Lead,00Q4tFyWR4w7UEqMAO,,lindsey.fox@summersplc.com,lindsey.fox@summersplc.com,,Lindsey,Fox,Cyber Security Manager,Security Management,,Lead,True,False,False,False,False,False,1.0
MP00000000000430,00Q52TdimuPGtk4vvV,Lead,"00Q52TdimuPGtk4vvV,00QB1BhEOgzIafLMsF",,mia.rivera@partnerconsulting.com,mia.rivera@partnerconsulting.com,,Mia,Rivera,Security Consultant,Partner / Channel,Manager,Lead,True,False,False,False,True,False,0.9
MP00000000000431,00Q5EeC3M807qI3YuP,Lead,00Q5EeC3M807qI3YuP,,darlene.mccoy@gillltd.com,darlene.mccoy@gillltd.com,,Darlene,Mccoy,Director Security Operations,Security Leadership,,Lead,True,False,False,False,False,False,1.0
MP00000000000432,00Q5PPTsR3Owyvd0Xy,Lead,00Q5PPTsR3Owyvd0Xy,,ryan.clark@francis-reyes.com,ryan.clark@francis-reyes.com,,Ryan,Clark,IT Security Manager,,Manager,Lead,True,False,False,False,False,False,1.0
MP00000000000433,00Q5ldqchyZhIGaMq1,Lead,00Q5ldqchyZhIGaMq1,,jimmy.hawkins@hahn-snyder.com,jimmy.hawkins@hahn-snyder.com,,Jimmy,Hawkins,,,C-Suite,Lead,True,False,False,False,False,False,1.0
MP00000000000434,00Q67ityNyFrbSzemc,Lead,00Q67ityNyFrbSzemc,,kimberly.mora@contreras-webster.com,kimberly.mora@contreras-webster.com,,Kimberly,Mora,,Security Management,,Lead,True,False,False,False,False,False,1.0
MP00000000000435,00Q6Fx2QR5LOJDfEvG,Lead,00Q6Fx2QR5LOJDfEvG,,tara.harris@mendezllc.com,tara.harris@mendezllc.com,,Tara,Harris,VP Cybersecurity,,VP,Lead,True,False,False,False,False,False,1.0
MP00000000000436,00Q6JqpYWLSlBZ1Blk,Lead,00Q6JqpYWLSlBZ1Blk,,sean.sanchez@fisher-hardy.com,sean.sanchez@fisher-hardy.com,,Sean,Sanchez,,,Individual Contributor,Lead,True,False,False,False,False,False,1.0
MP00000000000437,00Q6KSQ6pMLmBumN1y,Lead,00Q6KSQ6pMLmBumN1y,,william.hansen@greengroup.com,william.hansen@greengroup.com,,William,Hansen,Threat Intelligence Analyst,,Individual Contributor,Lead,True,False,False,False,False,False,1.0
MP00000000000438,00Q6N5rA4VukeWxud7,Lead,00Q6N5rA4VukeWxud7,,jane.smith@lyonsyoungandrios.com,jane.smith@lyonsyoungandrios.com,,Jane,Smith,,,,Lead,True,False,False,False,False,False,1.0
MP00000000000439,00Q6Q4EmT2mmpMjg5P,Lead,"00Q6Q4EmT2mmpMjg5P,00QfbVsrHkCUVIhhWZ",,karen.parrish@gomez-ortega.com,karen.parrish@gomez-ortega.com,,Karen,Parrish,Director of Information Security,Security Leadership,Director,Lead,True,False,False,False,True,False,0.9
MP00000000000440,00Q6Q93Pl3W3w7a1VR,Lead,00Q6Q93Pl3W3w7a1VR,,anthony.young@partnerconsulting.com,anthony.young@partnerconsulting.com,,Anthony,Young,,Partner / Channel,,Lead,True,False,False,False,False,False,1.0
MP00000000000441,00Q6Q9x7VfpfpZNfxu,Lead,00Q6Q9x7VfpfpZNfxu,,michelle.turner@thompsonltd.com,michelle.turner@thompsonltd.com,,Michelle,Turner,Cyber Security Analyst,,,Lead,True,False,False,False,False,False,1.0
MP00000000000442,00Q6bTZEblLusMVOGE,Lead,00Q6bTZEblLusMVOGE,,benjamin.brown@weaver-thompson.com,benjamin.brown@weaver-thompson.com,,Benjamin,Brown,Cyber Security Manager,Security Management,Manager,Lead,True,False,False,False,False,False,1.0
MP00000000000443,00Q6nsgWW4BbDFl5TG,Lead,00Q6nsgWW4BbDFl5TG,,shaun.jones@partnerconsulting.com,shaun.jones@partnerconsulting.com,,Shaun,Jones,Partner Alliance Manager,Partner / Channel,,Lead,True,False,False,False,False,False,1.0
MP00000000000444,00Q6oDrkUT5E9X3gFo,Lead,00Q6oDrkUT5E9X3gFo,,samantha.patrick@colemortonandpeterson.com,samantha.patrick@colemortonandpeterson.com,,Samantha,Patrick,Director of Information Security,Security Leadership,Director,Lead,True,False,False,False,False,False,1.0
MP00000000000445,00Q6oU8uzUEHGNyjZY,Lead,00Q6oU8uzUEHGNyjZY,,todd.reynolds@hinesrodriguezandsmith.com,todd.reynolds@hinesrodriguezandsmith.com,,Todd,Reynolds,Security Analyst,Security Operations,Individual Contributor,Lead,True,False,False,False,False,False,1.0
MP00000000000446,00Q6vVl9jsWFHTGP2M,Lead,"00Q6vVl9jsWFHTGP2M,00QPLmbksf0tyEOfHl",,jennifer.jones@byrdrubioandsanders.com,jennifer.jones@byrdrubioandsanders.com,,Jennifer,Jones,Information Security Manager,Security Leadership,Director,Lead,True,False,False,False,True,False,0.9
MP00000000000447,00Q7Axxh4pHVhssnTJ,Lead,00Q7Axxh4pHVhssnTJ,,kathleen.horton@chapman-figueroa.com,kathleen.horton@chapman-figueroa.com,,Kathleen,Horton,,,,Lead,True,False,False,False,False,False,1.0
MP00000000000448,00Q7CCKbheN9Pot7Ga,Lead,"00Q7CCKbheN9Pot7Ga,00QFzixlNQO9IEitBd",,thomas.davis@scottmckayandmcdaniel.com,thomas.davis@scottmckayandmcdaniel.com,,Thomas,Davis,Vice President Security,Security Operations,VP,Lead,True,False,False,False,True,False,0.9
MP00000000000449,00Q7Rp9KddvHBrD2e8,Lead,00Q7Rp9KddvHBrD2e8,,dana.blanchard@vegawilliamsandhardin.com,dana.blanchard@vegawilliamsandhardin.com,,Dana,Blanchard,Information Security Manager,Security Management,Manager,Lead,True,False,False,False,False,False,1.0
MP00000000000450,00Q7TXOKNoIokORpJ3,Lead,00Q7TXOKNoIokORpJ3,,nichole.harvey@reyes-pope.com,nichole.harvey@reyes-pope.com,,Nichole,Harvey,,Security Operations,Individual Contributor,Lead,True,False,False,False,False,False,1.0
MP00000000000451,00Q7gTuRmDIBkujdQM,Lead,00Q7gTuRmDIBkujdQM,,timothy.sanchez@wrightramosandbennett.com,timothy.sanchez@wrightramosandbennett.com,,Timothy,Sanchez,,Security Executive,VP,Lead,True,False,False,False,False,False,1.0
MP00000000000452,00Q7xLDnuU95kSDtlD,Lead,00Q7xLDnuU95kSDtlD,,john.kelley@competitorsec.com,john.kelley@competitorsec.com,,John,Kelley,Security Engineer,Non-Prospect,,Lead,True,False,False,False,False,False,1.0
MP00000000000453,00Q8GrgmolaHr8IRh1,Lead,00Q8GrgmolaHr8IRh1,,security@williamsgroup.com,security@williamsgroup.com,,Wesley,Farrell,Security Operations Manager,Security Management,Manager,Lead,True,False,False,False,False,True,1.0
MP00000000000454,00Q8T3kwmm0zoAEVVK,Lead,00Q8T3kwmm0zoAEVVK,,mary.bruce@bradfordsalinasandeklly.com,mary.bruce@bradfordsalinasandeklly.com,,Mary,Bruce,Information Security Director,Security Leadership,Director,Lead,True,False,False,False,False,False,1.0
MP00000000000455,00Q8UCiY5DCQSCon1M,Lead,00Q8UCiY5DCQSCon1M,,tammy.edwards@lambert-burns.com,tammy.edwards@lambert-burns.com,,Tammy,Edwards,Cyber Security Analyst,Security Operations,,Lead,True,False,False,False,False,False,1.0
MP00000000000456,00Q8YxTbqKjCQwdwN7,Lead,00Q8YxTbqKjCQwdwN7,,jason.gates@torresbushandmorrison.com,jason.gates@torresbushandmorrison.com,,Jason,Gates,,Security Management,Manager,Lead,True,False,False,False,False,False,1.0
MP00000000000457,00Q8e42kAQFH2KTU51,Lead,00Q8e42kAQFH2KTU51,,sarah.rodriguez@vendorsystems.com,sarah.rodriguez@vendorsystems.com,,Sarah,Rodriguez,,,,Lead,True,False,False,False,False,False,1.0
MP00000000000458,00Q98rdpy9966nvyiT,Lead,00Q98rdpy9966nvyiT,,eric.price@jamesltd.com,eric.price@jamesltd.com,,Eric,Price,Vice President Security,Security Executive,VP,Lead,True,False,False,False,False,False,1.0
MP00000000000459,00Q9L7J9gaVt1X3ECk,Lead,00Q9L7J9gaVt1X3ECk,,nathan.dickerson@clark-haynes.com,nathan.dickerson@clark-haynes.com,,Nathan,Dickerson,,Security Leadership,Director,Lead,True,False,False,False,False,False,1.0
MP00000000000460,00Q9MHXRdJn5rQlFcy,Lead,00Q9MHXRdJn5rQlFcy,,jonathan.cox@gmail.com,jonathan.cox@gmail.com,,Jonathan,Cox,,Security Operations,Individual Contributor,Lead,True,False,False,False,False,False,1.0
MP00000000000461,00Q9NIQ0Wobtqn62tO,Lead,00Q9NIQ0Wobtqn62tO,,craig.competitor@competitorsec.com,craig.competitor@competitorsec.com,,Craig,Competitor,Security Research Engineer,Non-Prospect,Individual Contributor,Lead,True,False,False,False,False,False,1.0
MP00000000000462,00Q9QOau96QzjeO6eJ,Lead,00Q9QOau96QzjeO6eJ,,joel.romero@goodwinlpc.com,joel.romero@goodwinlpc.com,,Joel,Romero,,,VP,Lead,True,False,False,False,False,False,1.0
MP00000000000463,00Q9UyGrRm1yiUJX0R,Lead,00Q9UyGrRm1yiUJX0R,,bill.wong@hardin-keith.com,bill.wong@hardin-keith.com,,Bill,Wong,Senior Security Analyst,Security Operations,,Lead,True,False,False,False,False,False,1.0
MP00000000000464,00Q9fNyD6rOuipJhjR,Lead,00Q9fNyD6rOuipJhjR,,jeffery.schneider@thomasgroup.com,jeffery.schneider@thomasgroup.com,,Jeffery,Schneider,Security Analyst,,Individual Contributor,Lead,True,False,False,False,False,False,1.0
MP00000000000465,00Q9hutmuDGNATQrrG,Lead,00Q9hutmuDGNATQrrG,,anthony.mclaughlin@miller-armstrong.com,anthony.mclaughlin@miller-armstrong.com,,Anthony,Mclaughlin,IT Security Manager,Security Management,Manager,Lead,True,False,False,False,False,False,1.0
MP00000000000466,00Q9kNKLFrAZTGO8pU,Lead,00Q9kNKLFrAZTGO8pU,,anita.ford@davenport-torres.com,anita.ford@davenport-torres.com,,Anita,Ford,,,,Lead,True,False,False,False,False,False,1.0
MP00000000000467,00Q9llGyJ3yqXwXAw5,Lead,00Q9llGyJ3yqXwXAw5,,robert.gonzalez@outlook.com,robert.gonzalez@outlook.com,,Robert,Gonzalez,,Security Leadership,,Lead,True,False,False,False,False,False,1.0
MP00000000000468,00Q9s8OrJQUdLE4rXL,Lead,00Q9s8OrJQUdLE4rXL,,info@walkerltd.com,info@walkerltd.com,,James,Murphy,Threat Intelligence Analyst,,,Lead,True,False,False,False,False,True,1.0
MP00000000000469,00Q9vOWOU6mbjhPInR,Lead,00Q9vOWOU6mbjhPInR,,security@davisgroup.com,security@davisgroup.com,,Michael,Jenkins,Information Security Manager,,,Lead,True,False,False,False,False,True,1.0
MP00000000000470,00QA5Xt0O2cNaix6Pq,Lead,00QA5Xt0O2cNaix6Pq,,christopher.chan@competitorsec.com,christopher.chan@competitorsec.com,,Christopher,Chan,,,Individual Contributor,Lead,True,False,False,False,False,False,1.0
MP00000000000471,00QAMdGiZCShW6RizB,Lead,00QAMdGiZCShW6RizB,,ryan.colon@jamesatkinsandalexander.com,ryan.colon@jamesatkinsandalexander.com,,Ryan,Colon,,Security Leadership,Director,Lead,True,False,False,False,False,False,1.0
MP00000000000472,00QAQnSxMlYRERDTK1,Lead,00QAQnSxMlYRERDTK1,,robin.perry@aviladavisandortiz.com,robin.perry@aviladavisandortiz.com,,Robin,Perry,Information Security Analyst,Security Operations,Individual Contributor,Lead,True,False,False,False,False,False,1.0
MP00000000000473,00QASBpXdtB7Ut2Wjt,Lead,00QASBpXdtB7Ut2Wjt,,julie.smith@setwart-hooper.com,julie.smith@setwart-hooper.com,,Julie,Smith,,,Individual Contributor,Lead,True,False,False,False,False,False,1.0
MP00000000000474,00QATDPNjZ3Ma5FDEk,Lead,"00QATDPNjZ3Ma5FDEk,00QSQbD7WWJSKkMM0j",,brenda.smith@vendorsystems.com,brenda.smith@vendorsystems.com,,Brenda,Smith,Security Researcher,,Individual Contributor,Lead,True,False,False,False,True,False,0.9
MP00000000000475,00QAUhY4FWS08glAV1,Lead,00QAUhY4FWS08glAV1,,justin.sanchez@partnerconsulting.com,justin.sanchez@partnerconsulting.com,,Justin,Sanchez,,,,Lead,True,False,False,False,False,False,1.0
MP00000000000476,00QAqFjBjuxj5JpNrH,Lead,00QAqFjBjuxj5JpNrH,,chad.brown@carterplc.com,chad.brown@carterplc.com,,Chad,Brown,,,Individual Contributor,Lead,True,False,False,False,False,False,1.0
MP00000000000477,00QAvc3Nkr3QIuxg5K,Lead,00QAvc3Nkr3QIuxg5K,,george.leonard@haydenfowlerandtorres.com,george.leonard@haydenfowlerandtorres.com,,George,Leonard,IT Security Manager,,,Lead,True,False,False,False,False,False,1.0
MP00000000000478,00QAw1W0rFsMhfQ9b5,Lead,00QAw1W0rFsMhfQ9b5,,tyler.holmes@martinez-holmes.com,tyler.holmes@martinez-holmes.com,,Tyler,Holmes,,Security Operations,,Lead,True,False,False,False,False,False,1.0
MP00000000000479,00QB5xt3fvqtOgMSQd,Lead,00QB5xt3fvqtOgMSQd,,robert.gill@barberbarreraandkerr.com,robert.gill@barberbarreraandkerr.com,,Robert,Gill,Vice President Information Security,,,Lead,True,False,False,False,False,False,1.0
MP00000000000480,00QBBkTDBFKQ50SD2S,Lead,00QBBkTDBFKQ50SD2S,,stephen.robinson@competitorsec.com,stephen.robinson@competitorsec.com,,Stephen,Robinson,Developer,,,Lead,True,False,False,False,False,False,1.0
MP00000000000481,00QBE0ZiFm9cNtGylM,Lead,00QBE0ZiFm9cNtGylM,,chad.davis@stevensonplc.com,chad.davis@stevensonplc.com,,Chad,Davis,,Security Operations,,Lead,True,False,False,False,False,False,1.0
MP00000000000482,00QBFCRy5OdKRE3skr,Lead,00QBFCRy5OdKRE3skr,,paul.gallagher@vendorsystems.com,paul.gallagher@vendorsystems.com,,Paul,Gallagher,,Non-Prospect,,Lead,True,False,False,False,False,False,1.0
MP00000000000483,00QBKFnryifJdyfFVi,Lead,00QBKFnryifJdyfFVi,,george.porter@walshltd.com,george.porter@walshltd.com,,George,Porter,,,C-Suite,Lead,True,False,False,False,False,False,1.0
MP00000000000484,00QBLKH51zc8RYK4gp,Lead,"00QBLKH51zc8RYK4gp,00QWJhaOQtwjOp1Awr",,david.king@outlook.com,david.king@outlook.com,,David,King,Information Security Manager,Security Operations,Manager,Lead,True,False,False,False,True,False,0.9
MP00000000000485,00QBbuQzkChMbyIbNi,Lead,00QBbuQzkChMbyIbNi,,sales@zimmerman.com,sales@zimmerman.com,,Jeremy,Whitehead,Director of Information Security,Security Leadership,Director,Lead,True,False,False,False,False,True,1.0
MP00000000000486,00QBckOW2kAtyVJEIH,Lead,00QBckOW2kAtyVJEIH,,samantha.schroeder@hernandezltd.com,samantha.schroeder@hernandezltd.com,,Samantha,Schroeder,Director of Cybersecurity,Security Leadership,,Lead,True,False,False,False,False,False,1.0
MP00000000000487,00QBnbr5wfMsSoEwr4,Lead,00QBnbr5wfMsSoEwr4,,joseph.cruz@moralesgroup.com,joseph.cruz@moralesgroup.com,,Joseph,Cruz,Senior Security Analyst,,Individual Contributor,Lead,True,False,False,False,False,False,1.0
MP00000000000488,00QBqceTWbEOacyjuy,Lead,00QBqceTWbEOacyjuy,,april.wallace@miller-wheeler.com,april.wallace@miller-wheeler.com,,April,Wallace,,Security Operations,Individual Contributor,Lead,True,False,False,False,False,False,1.0
MP00000000000489,00QBsrdFtCdZe11MFC,Lead,"00QBsrdFtCdZe11MFC,00QuanQvWScBAkz2vx",,mark.gibson@williamsgroup.com,mark.gibson@williamsgroup.com,,Mark,Gibson,Threat Intelligence Analyst,Security Executive,VP,Lead,True,False,False,False,True,False,0.9
MP00000000000490,00QBvDr7GS5oNfsV0N,Lead,00QBvDr7GS5oNfsV0N,,benjamin.bowers@partnerconsulting.com,benjamin.bowers@partnerconsulting.com,,Benjamin,Bowers,,Partner / Channel,Manager,Lead,True,False,False,False,False,False,1.0
MP00000000000491,00QBvq4qjnKGGmcxco,Lead,00QBvq4qjnKGGmcxco,,michelle.lester@vendorsystems.com,michelle.lester@vendorsystems.com,,Michelle,Lester,Recruiter,,Manager,Lead,True,False,False,False,False,False,1.0
MP00000000000492,00QC7sOYz5X0PnCRcd,Lead,00QC7sOYz5X0PnCRcd,,caroline.hernandez@moralesgroup.com,caroline.hernandez@moralesgroup.com,,Caroline,Hernandez,Senior Security Analyst,Security Operations,Individual Contributor,Lead,True,False,False,False,False,False,1.0
MP00000000000493,00QCJ3tWoxr0jr7MjH,Lead,00QCJ3tWoxr0jr7MjH,,robert.woodward@harris.com,robert.woodward@harris.com,,Robert,Woodward,,,,Lead,True,False,False,False,False,False,1.0
MP00000000000494,00QCX3IxLGgrL21e3A,Lead,00QCX3IxLGgrL21e3A,,cindy.lopez@williamson-nelson.com,cindy.lopez@williamson-nelson.com,,Cindy,Lopez,Chief Security Officer,Security Executive,C-Suite,Lead,True,False,False,False,False,False,1.0
MP00000000000495,00QCYjrhyJcOOB4vi2,Lead,00QCYjrhyJcOOB4vi2,,ashley.meza@competitorsec.com,ashley.meza@competitorsec.com,,Ashley,Meza,Security Engineer,Non-Prospect,,Lead,True,False,False,False,False,False,1.0
MP00000000000496,00QCYxNBahhN4nK9DR,Lead,00QCYxNBahhN4nK9DR,,laura.eaton@sullivanrothandreed.com,laura.eaton@sullivanrothandreed.com,,Laura,Eaton,,,,Lead,True,False,False,False,False,False,1.0
MP00000000000497,00QCgOawNXHxg3EYUz,Lead,"00QCgOawNXHxg3EYUz,00Qtv5XqhPx8Y7XsrS",,april.dean@boothmurrayandbrown.com,april.dean@boothmurrayandbrown.com,,April,Dean,,Security Management,Individual Contributor,Lead,True,False,False,False,True,False,0.9
MP00000000000498,00QCjtu6K2jUdfBALz,Lead,"00QCjtu6K2jUdfBALz,00QXv00kKXR4bR6IIl",,amber.taylor@mitchellnelsonandflores.com,amber.taylor@mitchellnelsonandflores.com,,Amber,Taylor,Information Security Director,Security Management,Director,Lead,True,False,False,False,True,False,0.9
MP00000000000499,00QCkaj2seomfpQ0xD,Lead,00QCkaj2seomfpQ0xD,,kimberly.thomas@oconnor-mills.com,kimberly.thomas@oconnor-mills.com,,Kimberly,Thomas,,,,Lead,True,False,False,False,False,False,1.0
MP00000000000500,00QD0nd6rLtdlVr1hN,Lead,00QD0nd6rLtdlVr1hN,,jessica.thomas@gmail.com,jessica.thomas@gmail.com,,Jessica,Thomas,,,Director,Lead,True,False,False,False,False,False,1.0
MP00000000000501,00QDSBbszpPwIv9IvC,Lead,00QDSBbszpPwIv9IvC,,sales@hancock.com,sales@hancock.com,,Franklin,Smith,,Security Operations,,Lead,True,False,False,False,False,True,1.0
MP00000000000502,00QDgoZlVXoMBiLc5V,Lead,00QDgoZlVXoMBiLc5V,,christopher.myers@mcclain.com,christopher.myers@mcclain.com,,Christopher,Myers,,Security Operations,,Lead,True,False,False,False,False,False,1.0
MP00000000000503,00QDnziKVMFkQ5Kexi,Lead,"00QDnziKVMFkQ5Kexi,00QWw6SEMCiay0x1BA",,melanie.gibson@lopez-martinez.com,melanie.gibson@lopez-martinez.com,,Melanie,Gibson,Director of Cybersecurity,,Director,Lead,True,False,False,False,True,False,0.9
MP00000000000504,00QDwJ7eTG1UrGGLpN,Lead,00QDwJ7eTG1UrGGLpN,,lisa.clark@competitorsec.com,lisa.clark@competitorsec.com,,Lisa,Clark,Security Engineer,Non-Prospect,Individual Contributor,Lead,True,False,False,False,False,False,1.0
MP00000000000505,00QDxcjRLVqyGHemmo,Lead,00QDxcjRLVqyGHemmo,,amber.todd@leeplc.com,amber.todd@leeplc.com,,Amber,Todd,SOC Analyst,,Individual Contributor,Lead,True,False,False,False,False,False,1.0
