lead_id,email,first_name,last_name,title,company,job_persona,job_level,lead_status,lead_source,has_opted_out,email_bounced,mkto_lead_score,is_converted,converted_contact_id,phone,industry,true_entry_date,created_date,mql_date
00QsKETnXjsNNhPrl4,david.moore@competitorsec.com,David,Moore,Security Engineer,PARKER-BAKER,Non-Prospect,,Disqualified,Direct Inbound,False,True,-7,False,,,Manufacturing,2026-01-06 06:42:08,2026-05-15 03:00:00,
00Q8YxTbqKjCQwdwN7,jason.gates@torresbushandmorrison.com,Jason,Gates,,"Torres, Bush and Morrison",Security Management,Manager,Open,Enterprise Event,False,False,66,False,,(413)256-8044,Cybersecurity,2025-12-28 15:03:08,2026-05-15 03:00:00,
00Q0XqRwHviirWz5kn,andrea.davis@bond-hawkins.com,Andrea,Davis,Director of Cybersecurity,Bond-Hawkins,,,Working,Enterprise Event,False,False,81,False,,721-300-3236,Technology,2025-12-02 17:11:08,2026-05-15 03:00:00,
00QY5DtwY3LVvSbYn1,wendy.gonzalez@willisloweryandjones.com,Wendy,Gonzalez,,"Willis, Lowery and Jones",Security Operations,Individual Contributor,MQL,Webinar,False,False,43,False,,+1-972-215-1070x2966,Cybersecurity,2026-05-11 19:48:08,2026-05-15 03:00:00,2026-05-27 07:48:08
00QcOKD4csafhLKmPb,jason.lopez@vega-thompson.com,Jason,Lopez,,Vega-Thompson,Security Executive,C-Suite,MQL,Executive Dinner,True,False,67,False,,972-209-9934x768,Finance,2026-01-21 02:33:08,2026-05-15 03:00:00,2026-01-24 11:33:08
00QS7kUaS550DRlPgZ,robert.day@competitorsec.com,Robert,Day,Developer,Ramirez,Non-Prospect,Individual Contributor,Disqualified,Webinar,False,False,4,False,,638.406.5787x59856,,2026-05-02 04:29:08,2026-05-02 04:29:08,
00QrSfExCTQ0oz9A13,anthony.cochran@folresandsons.com,Anthony,Cochran,Threat Intelligence Analyst,Folres and Sons,Security Operations,Individual Contributor,Working,Direct Inbound,False,False,54,False,,207-585-9321x334,Cybersecurity,2026-05-09 17:28:08,2026-05-15 03:00:00,
00Q8T3kwmm0zoAEVVK,mary.bruce@bradfordsalinasandeklly.com,Mary,Bruce,Information Security Director,"Bradford, Salinas and eKlly",Security Leadership,Director,Open,Enterprise Event,False,False,60,False,,(439)555-9059,Cybersecurity,2026-05-03 17:21:08,2026-05-15 03:00:00,
00Q6bTZEblLusMVOGE,benjamin.brown@weaver-thompson.com,Benjamin,Brown,Cyber Security Manager,Weaver-Thompson,Security Management,Manager,SQL,Enterprise Event,False,False,88,False,,+1-730-287-0593x252,Cybersecurity,2026-05-22 06:41:08,2026-05-22 06:41:08,2026-05-25 12:41:08
00QBckOW2kAtyVJEIH,samantha.schroeder@hernandezltd.com,Samantha,Schroeder,Director of Cybersecurity,Hernandez Ltd,Security Leadership,,Working,Webinar,False,False,N/A,False,,751.456.9154x52267,Technology,2026-03-19 10:34:08,2026-05-15 03:00:00,
00QZvUb3vgvwvOpOK4,kristin.walker@novaksteeleandmcfarland.com,Kristin,Walker,,"Novak, Steele and Mcfarland",Security Operations,Individual Contributor,MQL,Direct Inbound,False,False,38,False,,001-826-244-2209,Cybersecurity,2026-01-05 03:40:08,2026-05-15 03:00:00,
00QbtJtgEQmEYPks8m,jeffrey.cunningham@guzmanplc.com,Jeffrey,Cunningham,Security Analyst,Guzman PLC,Security Operations,Individual Contributor,Working,Paid Search,False,False,46,False,,525.513.5521x5704,Cybersecurity,2026-04-03 00:50:08,2026-04-03 00:50:08,
00QJKqJGAveZFsPtzp,aaron.cruz@jonesscottandrodriguez.com,Aaron,Cruz,Threat Intelligence Analyst,"Jones, Scott and Rodriguez",Security Operations,,MQL,Paid Search,False,False,20,False,,001-462-967-6586x1793,Finance,2026-04-05 22:45:08,2026-05-15 03:00:00,2026-04-20 02:45:08
00QMVAJMGwjjQsAtZd,kenneth.flores@lloydinc.com,Kenneth,Flores,,Lloyd Inc  ,,Manager,Converted,Webinar,False,False,91,True,003XtE9A4mqbWrINcS,715-926-2181,Cybersecurity,2026-05-01 16:25:08,2026-05-15 03:00:00,2026-05-01 19:25:08
00Q3tsd73P2y00oJFh,pamela.moore@outlook.com,Pamela,Moore,Director Security Operations,"Johnson, Dunlap and Martin",Security Leadership,,Converted,Direct Inbound,False,False,91,True,003ngnrz1dHRhHDprW,653-536-8844,Cybersecurity,2026-02-19 20:50:08,2026-02-19 20:50:08,2026-02-27 02:50:08
00QwtO4cTXd4PpxNR3,andrea.henry@williamsplc.com,Andrea,Henry,Information Security Analyst,Williams PLC,Security Operations,,Open,Paid Search,False,False,26,False,,3502614973,Technology,2026-03-26 11:32:08,2026-05-15 03:00:00,
00Qs1jBtYNWqeWET5u,tiffany.wells@jacksonllc.com,Tiffany,Wells,Security Operations Manager,Jackson LLC,Security Management,Manager,SQL,Webinar,True,False,54,False,,446-777-4186,Cybersecurity,2026-02-02 22:36:08,2026-05-15 03:00:00,2026-02-04 08:36:08
00QXiyMtfjG8ZV0QXt,jose.marshall@wood-griffin.com,Jose,Marshall,Threat Intelligence Analyst,WOOD-GRIFFIN,Security Operations,Individual Contributor,Working,Direct Inbound,False,False,43,False,,849.502.1158,,2026-02-25 15:12:08,2026-05-15 03:00:00,
00Q2n65OM48mRkyAqf,tammy.mcdaniel@brownhughesandmills.com,Tammy,Mcdaniel,Director of Information Security,"brown, hughes and mills",,,Converted,Referral,False,False,69,True,003qUxAmnZTllXb8oB,493.374.1608x9899,Technology,2026-04-02 22:24:08,2026-05-15 03:00:00,2026-04-09 10:24:08
00QOfD28ynxALeId5D,teresa.stokes@thompson-joyce.com,Teresa,Stokes,Director of Information Security,thompson-joyce,Security Leadership,,Open,Referral,False,False,60,False,,(706)316-3294,,2026-01-07 19:00:08,2026-05-15 03:00:00,
00QEvDfSAqt8E8rwA3,andrea.gates@hughesgroup.com,Andrea,Gates,,Hughes Group,Security Management,Manager,Working,Enterprise Event,False,False,85,False,,,Cybersecurity,2026-01-25 16:02:08,2026-05-15 03:00:00,
00QXdjocqRB95cwREE,cindy.mills@yahoo.com,Cindy,Mills,Senior Security Analyst,"ELLIS, MARKS AND BUCHANAN",Security Operations,Individual Contributor,Open,Referral,False,False,43,False,,(716)822-9991x19148,Finance,2025-12-12 02:24:08,2026-05-15 03:00:00,
00QGJzeVP3bQQyK6Zj,chelsea.johnson@reyes-washington.com,Chelsea,Johnson,,Reyes-Washington,Security Executive,,Converted,Direct Inbound,False,False,88,True,003694Xi1XrXUHLfpo,662-799-6065x307,,2026-05-18 23:58:08,2026-05-15 03:00:00,2026-05-30 20:37:08
00QbmyyO7jsXT54Lwf,larry.cameron@morganllc.com,Larry,Cameron,Information Security Manager,Morgan LLC,Security Management,Manager,Working,Direct Inbound,False,False,71,False,,001-913-524-7546x913,Cybersecurity,2026-02-25 01:26:08,2026-05-15 03:00:00,
00QcvCnQjENGsB4Djh,michelle.nicholson@figueroa-malone.com,Michelle,Nicholson,Information Security Manager,Figueroa-Malone,Security Management,Manager,SQL,Paid Search,False,False,69,False,,,,2026-02-11 07:31:08,2026-05-15 03:00:00,2026-02-25 17:31:08
00QwKVbTCW0czRtSUB,richard.deleon@moodyjonesandmckinney.com,Richard,Deleon,SOC Analyst,"Moody, Jones and Mckinney",Security Operations,Individual Contributor,SQL,Cold Outreach,False,False,58,False,,790.923.3030x70534,Cybersecurity,2025-12-09 17:10:08,2025-12-09 17:10:08,
00QkDQ17LEM8wPQysh,john.burns@gmail.com,John,Burns,,"SANDERS, LEBLANC AND MALDONADO",,VP,Converted,Paid Search,False,False,88,True,003fVjAh3TBEbBpsZy,827.298.5524x140,Cybersecurity,2026-02-07 23:43:08,2026-05-15 03:00:00,2026-02-25 02:43:08
00Q0AzEJT9cyFS541o,mercedes.holland@partnerconsulting.com,Mercedes,Holland,,nash and sons,Partner / Channel,Manager,Open,Paid Search,False,False,39,False,,+1-634-668-0072x29034,Technology,2026-01-29 17:06:08,2026-05-15 03:00:00,
00QBBkTDBFKQ50SD2S,stephen.robinson@competitorsec.com,Stephen,Robinson,Developer,Woodard-York,,,Disqualified,Cold Outreach,False,False,-11,False,,689-369-1085x8994,Energy,2026-04-19 01:24:08,2026-05-15 03:00:00,
00QPimLgz9smcb2wjZ,danielle.hensley@brown-mcneil.com,Danielle,Hensley,Security Analyst,Brown-Mcneil,Security Operations,Individual Contributor,Working,Webinar,False,False,66,False,,943-628-3096x520,Cybersecurity,2026-03-04 08:48:08,2026-05-15 03:00:00,
00QqjQFPR5BC0ggLW6,jillian.aguilar@meadows-sullivan.com,Jillian,Aguilar,Security Operations Manager,Meadows-Sullivan,Security Management,Manager,Open,Direct Inbound,False,False,73,False,,001-435-438-7584,Cybersecurity,2026-02-06 04:06:08,2026-02-06 04:06:08,
00QOui0BzVpYvFfxUw,jonathan.stokes@davis-anderson.com,Jonathan,Stokes,Senior Security Analyst,Davis-Anderson,,Individual Contributor,MQL,Paid Search,True,False,,False,,001-925-313-5346x55494,Cybersecurity,2026-01-17 23:14:08,2026-05-15 03:00:00,2026-01-18 06:14:08
00QX6ft8kdVON3dNSO,betty.oliver@partnerconsulting.com,Betty,Oliver,Solutions Engineer,Brown-Walters  ,,,MQL,Webinar,False,False,38,False,,838.916.8460x2235,Finance,2026-03-11 09:37:08,2026-05-15 03:00:00,2026-03-19 17:37:08
00QzN3MMBvYOW2fHyS,henry.miller@stewartltd.com,Henry,Miller,Director Security Operations,Stewart Ltd,Security Leadership,Director,Converted,Paid Search,False,False,61,True,003sAFT0qFhU6BJavo,825-800-7432x92712,,2026-01-12 02:21:08,2026-05-15 03:00:00,2026-01-19 14:21:08
00QS6P0osPYJixTgGl,adam.ferguson@patterson-woods.com,Adam,Ferguson,Information Security Director,PATTERSON-WOODS,,Director,Working,Enterprise Event,False,False,74,False,,,Technology,2026-01-29 14:09:08,2026-01-29 14:09:08,
00QyIW2KN9Q6TzkFEC,martha.lee@watsonsmithandmorris.com,Martha,Lee,SecOps Manager,"Watson, Smith and Morris",Security Management,Manager,MQL,Webinar,False,False,57,False,,+1-203-635-4216x89421,Cybersecurity,2026-02-25 16:59:08,2026-05-15 03:00:00,2026-03-10 17:59:08
00Qcjx9sEXiKd33nYE,alexandria.hamilton@bryant-meyer.com,Alexandria,Hamilton,,Bryant-Meyer,Security Leadership,Director,Open,Enterprise Event,False,False,80,False,,+1-425-375-3260x33230,Cybersecurity,2026-02-23 04:44:08,2026-02-23 04:44:08,
00QVFCBB1uXPzoyH73,nicholas.bowman@dawson-conner.com,Nicholas,Bowman,Threat Intelligence Analyst,DAWSON-CONNER,Security Operations,,Open,Webinar,False,False,42,False,,001-689-909-0100x16761,Cybersecurity,2025-12-16 16:56:08,2026-05-15 03:00:00,
00QMJdJlD3h6lbWpR3,kevin.stanley@hernandeznealandmccoy.com,Kevin,Stanley,Information Security Analyst,"Hernandez, Neal and Mccoy",Security Operations,,Working,Enterprise Event,False,False,46,False,,,Cybersecurity,2026-02-13 19:42:08,2026-05-15 03:00:00,
00Qf8HrlVj7Qd7lSsg,robert.roach@partnerconsulting.com,Robert,Roach,,"Meyer, Dean and Haynes",Partner / Channel,,Open,Webinar,False,False,61,False,,891.641.1739x34835,,2026-03-30 01:00:08,2026-05-15 03:00:00,
00QF6qtIebN4bIKgVO,renee.watts@williamsgroup.com,Renee,Watts,,Williams Group,,Individual Contributor,Working,Cold Outreach,False,False,55,False,,353.600.1197x2181,,2026-01-12 14:47:08,2026-05-15 03:00:00,
00Q7IcY7MOkd5qpQ90,steven.garcia@hallhintonandphillips.com,Steven,Garcia,,"Hall, Hinton and Phillips",Security Management,Manager,Converted,Webinar,False,False,,True,003IrAL7tQvqUCp8vC,,,2025-12-03 16:44:08,2026-05-15 03:00:00,2025-12-08 03:44:08
00QQOaD3Pz3RVHWOeb,michael.rhodes@partnerconsulting.com,Michael,Rhodes,Security Consultant,Sawyer LLC  ,Partner / Channel,,Open,Direct Inbound,True,False,51,False,,(711)400-2255x79415,Education,2025-12-03 20:30:08,2025-12-03 20:30:08,
00QBnbr5wfMsSoEwr4,joseph.cruz@moralesgroup.com,Joseph,Cruz,Senior Security Analyst,morales group,,Individual Contributor,MQL,Webinar,False,False,36,False,,462.812.0216x9797,Finance,2026-04-17 03:25:08,2026-05-15 03:00:00,2026-05-05 13:25:08
00QeheqJoGWlQ9QHpI,nichole.acosta@carr-huffman.com,Nichole,Acosta,Information Security Director,Carr-Huffman,Security Leadership,,Open,Webinar,False,False,77,False,,(777)216-7014,Cybersecurity,2026-03-21 16:54:08,2026-03-21 16:54:08,
00QGcSc4Htyu2Y9nQ7,jennifer.walker@oneillwarrenandmanning.com,Jennifer,Walker,Senior Security Analyst,"Oneill, Warren and Manning",,Individual Contributor,Open,Cold Outreach,False,False,38,False,,+1-258-289-1637x56289,Cybersecurity,2025-12-29 23:38:08,2026-05-15 03:00:00,
00QgovduX6WMVMJfdc,tyler.martin@gmail.com,Tyler,Martin,,"Michael, Wagner and Harrison",Security Leadership,,Working,Enterprise Event,False,False,88,False,,,Technology,2026-02-09 18:31:08,2026-05-15 03:00:00,
00QsxfUoLOaxX2Mv6W,joshua.hunter@partnerconsulting.com,Joshua,Hunter,Solutions Engineer,Flores-Rivera,Partner / Channel,Manager,Open,Paid Search,False,False,48,False,,+1-366-931-7797,Healthcare,2026-04-11 02:29:08,2026-05-15 03:00:00,
00QASBpXdtB7Ut2Wjt,julie.smith@setwart-hooper.com,Julie,Smith,,Setwart-Hooper,,Individual Contributor,Working,Direct Inbound,False,False,39,False,,,Cybersecurity,2026-01-07 19:10:08,2026-01-07 19:10:08,
00QNmelDQCQ0Jusug2,aaron.davis@vendorsystems.com,Aaron,Davis,Sales Engineer,Gutierrez-Hawkins,Non-Prospect,Manager,Disqualified,Paid Search,False,False,-8,False,,,Finance,2026-03-30 04:50:08,2026-05-15 03:00:00,
00QYxyZaawIiBN4w8m,anna.pena@competitorsec.com,Anna,Pena,,"Richmond, Walsh and Wu",Non-Prospect,Individual Contributor,Nurture,Cold Outreach,False,False,-10,False,,955.303.7589x975,Technology,2026-04-10 20:26:08,2026-05-15 03:00:00,
00QbQxWg6soYO68922,aaron.kelly@maloneandsons.com,Aaron,Kelly,,MALONE AND SONS,,VP,Working,Enterprise Event,True,False,89,False,,+1-548-585-1027x2614,Cybersecurity,2025-12-19 12:39:08,2025-12-19 12:39:08,
00QlHWudX2082mfDPe,jason.summers@conradgruop.com,Jason,Summers,SecOps Manager,Conrad Gruop,Security Management,Manager,Open,Enterprise Event,False,False,88,False,,451.960.9177,Cybersecurity,2026-01-24 05:20:08,2026-05-15 03:00:00,
00QXOm3ConAxj0pfUs,angela.reynolds@morenoinc.com,Angela,Reynolds,Information Security Manager,Moreno Inc,,Manager,Converted,Direct Inbound,False,False,56,True,003loOwf0FNW5gecmm,001-778-829-2216,Technology,2026-01-23 10:20:08,2026-05-15 03:00:00,2026-02-04 10:20:08
00QYQrR99UT4asYWzz,kathryn.hill@petty-moon.com,Kathryn,Hill,Threat Intelligence Analyst,petty-moon,,,MQL,Direct Inbound,False,False,44,False,,547-622-6984x85833,Finance,2026-04-07 05:23:08,2026-05-15 03:00:00,2026-04-23 14:23:08
00QSCXtlVRmBIxJh6a,debra.mullen@competitorsec.com,Debra,Mullen,Security Researcher,"Reed, Chambers and Zavala",Non-Prospect,,Disqualified,Webinar,False,False,-10,False,,385.215.8799x68460,Finance,2026-01-13 11:17:08,2026-01-13 11:17:08,
00Qbi89JX4Jyx6dxDu,james.christensen@thomas-santiago.com,James,Christensen,VP Cybersecurity,THOMAS-SANTIAGO,Security Executive,VP,Converted,Executive Dinner,False,False,86,True,003msGCwau4y9izUy4,(744)920-4380,Cybersecurity,2026-04-13 14:33:08,2026-05-15 03:00:00,2026-04-25 18:33:08
00QtYPjJtmSCm9BZLp,jodi.hancock@jensenltd.com,Jodi,Hancock,,Jensen Ltd,Security Executive,VP,Converted,Webinar,False,False,82,True,003MYkp3TC4lJy6o1q,,Technology,2026-02-03 08:53:08,2026-05-15 03:00:00,2026-02-12 14:53:08
00Q4RSnE9I9egVuBpF,laura.horton@hollandpriceanddixon.com,Laura,Horton,Security Analyst,"Holland, Price and Dixon",Security Operations,Individual Contributor,MQL,Webinar,False,False,38,False,,001-906-566-5800x439,,2026-05-21 20:21:08,2026-05-15 03:00:00,2026-05-25 07:21:08
00QUEeIp6iY0kbgsHy,amy.morrison@competitorsec.com,Amy,Morrison,,"Bush, Holland and Fischer",,Individual Contributor,Disqualified,Paid Search,False,True,N/A,False,,001-634-472-1228x16064,Healthcare,2025-12-09 03:24:08,2025-12-09 03:24:08,
00QNGPOgQBLdxmp4ma,adam.owens@silvallc.com,Adam,Owens,,silva llc,,Individual Contributor,MQL,Webinar,False,False,58,False,,(702)359-0947,,2025-12-11 14:51:08,2025-12-11 14:51:08,2025-12-16 14:51:08
00QuIlmH6hnwkytyCe,carlos.wagner@gmail.com,Carlos,Wagner,Threat Intelligence Analyst,"Stewart, Robinson and White",Security Operations,,MQL,Webinar,True,False,45,False,,(988)261-5335x55439,Technology,2026-01-05 15:21:08,2026-05-15 03:00:00,2026-01-09 00:21:08
00Qy5VikVQ8Peb4BFT,john.may@caldwellgroup.com,John,May,Threat Intelligence Analyst,Caldwell Group,,,Working,Webinar,False,False,51,False,,+1-730-956-1648x408,Technology,2026-03-29 01:32:08,2026-05-15 03:00:00,
00Qsjmc5L6TurNVG8O,james.palmer@williams-villanueva.com,James,Palmer,,williams-villanueva,Security Executive,C-Suite,Open,Enterprise Event,False,False,78,False,,328-580-1336,Cybersecurity,2025-12-11 12:46:08,2026-05-15 03:00:00,
00QLxtBa1elNimfKZ5,ryan.montoya@poolejohnsandfigueroa.com,Ryan,Montoya,,"poole, johns and figueroa",Security Executive,,Working,Executive Dinner,False,False,76,False,,,,2026-03-28 11:19:08,2026-05-15 03:00:00,
00Qm1D6wxDALAj7DVA,andrew.love@burgessandsons.com,Andrew,Love,,Burgess and Sons,Security Operations,Individual Contributor,Working,Paid Search,False,False,64,False,,,Finance,2026-03-13 06:19:08,2026-05-15 03:00:00,
00QeiDjlaFSE568xEN,gregory.king@partnerconsulting.com,Gregory,King,Solutions Engineer,Miller Inc,,Manager,Nurture,Webinar,False,False,47,False,,793-246-6766,,2026-02-08 11:48:08,2026-05-15 03:00:00,
00QFEQRO5TpcYNPROq,darlene.montgomery@nunez-nichols.com,Darlene,Montgomery,Vice President Security,Nunez-Nichols,,,Working,Webinar,False,False,84,False,,,Finance,2025-12-16 21:39:08,2026-05-15 03:00:00,
00Q8e42kAQFH2KTU51,sarah.rodriguez@vendorsystems.com,Sarah,Rodriguez,,"Richards, Haynes and Jones",,,Disqualified,Paid Search,False,False,-5,False,,+1-849-614-7660x72832,Cybersecurity,2026-02-17 22:18:08,2026-05-15 03:00:00,2026-02-19 22:18:08
00QEgVzzrAkliEFgJn,laura.daniel@thomasbyrdandsloan.com,Laura,Daniel,,"Thomas, Byrd and Sloan",Security Executive,,Nurture,Executive Dinner,False,False,89,False,,(308)682-1009x968,Cybersecurity,2025-12-22 16:42:08,2026-05-15 03:00:00,
00QfhdboEVaq7PWcnX,maurice.gutierrez@goodmanltd.com,Maurice,Gutierrez,Information Security Analyst,Goodman Ltd,,Individual Contributor,Working,Webinar,False,False,60,False,,+1-982-322-3943x1290,Cybersecurity,2026-02-24 22:41:08,2026-05-15 03:00:00,
00QowyL82Xa1yZ5bhG,james.carpenter@powers-knig.com,James,Carpenter,Vice President Security,Powers-Knig,,VP,Open,Enterprise Event,True,False,70,False,,652-431-4913x57759,Technology,2025-12-19 08:42:08,2026-05-15 03:00:00,
00QuBLyLfA55914Tsm,gary.edwards@vendorsystems.com,Gary,Edwards,,"Knight, Aguirre and Benjamin",Non-Prospect,,Nurture,Webinar,False,False,-7,False,,764.652.5777,,2026-05-08 10:44:08,2026-05-08 10:44:08,
00Q2kBhPonUOfASj53,catherine.wilkinson@arnold-thompson.com,Catherine,Wilkinson,Senior Security Analyst,Arnold-Thompson,,,Working,Paid Search,False,False,23,False,,(883)541-1080,Finance,2025-12-18 21:06:08,2026-05-15 03:00:00,
00Q25VLNxSTxNI1Ynh,patricia.fernandez@arnoldplc.com,Patricia,Fernandez,,ARNOLD PLC,,,Nurture,Referral,False,False,86,False,,,Cybersecurity,2026-03-11 08:01:08,2026-05-15 03:00:00,
00QKlyAVX5hPKga0tY,kelsey.quinn@rowediazandwalker.com,Kelsey,Quinn,,"Rowe, Diaz and Walker",Security Leadership,Director,Working,Direct Inbound,False,False,62,False,,427-988-1658x0392,Cybersecurity,2025-12-02 18:59:08,2026-05-15 03:00:00,
00QQq0JNns7dYjS05n,donna.faulkner@whiteplc.com,Donna,Faulkner,Information Security Manager,White PLC,Security Management,,Working,Webinar,False,False,54,False,,001-775-803-7314x5303,,2026-05-25 03:12:08,2026-05-15 03:00:00,
00Q9UyGrRm1yiUJX0R,bill.wong@hardin-keith.com,Bill,Wong,Senior Security Analyst,Hardin-Keith,Security Operations,,Working,Direct Inbound,False,False,57,False,,,Cybersecurity,2026-04-09 20:56:08,2026-05-15 03:00:00,2026-04-11 20:56:08
00QJQ9j6A05f8ld8OK,cynthia.hill@padillaplc.com,Cynthia,Hill,IT Security Manager,Padilla PLC,Security Management,Manager,Working,Enterprise Event,False,False,70,False,,001-849-589-2665x9184,,2026-02-22 21:47:08,2026-02-22 21:47:08,
00QCYxNBahhN4nK9DR,laura.eaton@sullivanrothandreed.com,Laura,Eaton,,"Sullivan, Roth and Reed",,,MQL,Paid Search,False,False,30,False,,5824723184,,2026-03-08 17:52:08,2026-03-08 17:52:08,2026-03-25 19:52:08
00QyYWGdZHYOUmOh1R,jennifer.wilson@mooreplc.com,Jennifer,Wilson,,Moore PLC  ,Security Management,Manager,Working,Webinar,False,False,82,False,,465.817.7739,,2026-03-26 19:32:08,2026-05-15 03:00:00,
00QwHA6as6GWOBJRG9,ashley.martin@partnerconsulting.com,Ashley,Martin,Security Consultant,Sanchez and Sons,,,Working,Enterprise Event,True,False,44,False,,,,2026-04-05 15:59:08,2026-05-15 03:00:00,
00QrTAIqOkC6P6imNq,gabriel.nielsen@huntmacdonaldandthomas.com,Gabriel,Nielsen,Information Security Manager,"Hunt, Macdonald and Thomas",,Manager,Working,Webinar,False,False,78,False,,,Technology,2026-03-11 07:13:08,2026-05-15 03:00:00,
00QehgHeNwuq1nax8x,andrew.ball@mullengreeneandelliott.com,Andrew,Ball,,"Mullen, Greene and Elliott",,Manager,Nurture,Direct Inbound,False,False,79,False,,+1-441-637-9772x36929,Technology,2026-01-15 08:53:08,2026-01-15 08:53:08,
00QqgctUlXQWI2yKqQ,sandra.carlson@ramseyllc.com,Sandra,Carlson,Information Security Manager,RAMSEY LLC,Security Management,,Working,Webinar,False,False,81,False,,836-462-1038,Technology,2026-03-27 22:59:08,2026-05-15 03:00:00,
00QBvDr7GS5oNfsV0N,benjamin.bowers@partnerconsulting.com,Benjamin,Bowers,,"Davis, Alvarez and Mendez",Partner / Channel,Manager,SQL,Webinar,True,False,51,False,,,Technology,2026-05-28 06:54:08,2026-05-15 03:00:00,2026-05-30 20:37:08
00QQPHhalZaAHv9O59,rachel.ryan@goodwindavisandhopkins.com,Rachel,Ryan,SecOps Manager,"goodwin, davis and hopkins",Security Management,,Nurture,Enterprise Event,False,False,76,False,,9688650863,Finance,2026-04-16 18:14:08,2026-05-15 03:00:00,
00Q7Axxh4pHVhssnTJ,kathleen.horton@chapman-figueroa.com,Kathleen,Horton,,Chapman-Figueroa,,,Open,Webinar,False,False,89,False,,,Technology,2025-12-23 05:34:08,2026-05-15 03:00:00,
00Quva3lvgEfFjhEjO,thomas.hall@colemnallc.com,Thomas,Hall,,Colemna LLC,,Director,Working,Webinar,False,False,66,False,,349-286-4300,Cybersecurity,2025-12-13 06:27:08,2025-12-13 06:27:08,
00Qa2RgriAubP678hE,leslie.cox@pena-watts.com,Leslie,Cox,Threat Intelligence Analyst,Pena-Watts,,,Working,Cold Outreach,False,False,60,False,,(669)844-8695,Cybersecurity,2026-02-20 16:30:08,2026-05-15 03:00:00,
00QhvaQdZALaDrfAMT,timothy.wood@gutierrezplc.com,Timothy,Wood,,Gutierrez PLC,Security Operations,,MQL,Paid Search,False,False,28,False,,+1-574-949-5621,Finance,2026-01-28 21:47:08,2026-05-15 03:00:00,2026-02-01 08:47:08
00Ql1Mjhyqljbm1xGR,kristi.owen@averygarciaandromero.com,Kristi,Owen,Information Security Manager,"Avery, Garcia and Romero",Security Management,,MQL,Cold Outreach,False,False,N/A,False,,+1-602-560-1279x611,Technology,2026-03-20 08:52:08,2026-03-20 08:52:08,2026-04-02 11:52:08
00QcdUnD4gl6wsgaI1,patrick.joyce@miller-johnson.com,Patrick,Joyce,,Miller-Johnson,,C-Suite,Working,Executive Dinner,True,False,74,False,,+1-584-290-2770x384,Cybersecurity,2026-02-21 17:41:08,2026-05-15 03:00:00,
00QLc82YlBg6MsDVHj,emily.ward@dixonhaleandgilbert.com,Emily,Ward,,"Dixon, Hale and Gilbert  ",,,Converted,Paid Search,False,False,25,True,003hBDG7Xkq7r7d8lY,+1-302-314-6566x9380,Cybersecurity,2026-03-03 09:09:08,2026-05-15 03:00:00,2026-03-23 20:09:08
00QFeBFIyLmaJKa5FF,michael.richmond@mitchellgallegosandherman.com,Michael,Richmond,Cyber Security Manager,"Mitchell, Gallegos and Herman",,Manager,Working,Executive Dinner,False,False,54,False,,,,2026-03-31 11:35:08,2026-05-15 03:00:00,
00Qri2d89nhON8u62q,shawn.powell@perez-mccarty.com,Shawn,Powell,,Perez-Mccarty,,,SQL,Cold Outreach,False,False,93,False,,,Cybersecurity,2026-03-20 15:21:08,2026-05-15 03:00:00,2026-03-20 23:21:08
00Q6KSQ6pMLmBumN1y,william.hansen@greengroup.com,William,Hansen,Threat Intelligence Analyst,Green Group,,Individual Contributor,Open,Webinar,False,False,33,False,,,,2026-04-15 14:01:08,2026-05-15 03:00:00,
00QObklyLeep48gGTY,sue.walter@phililpsarroyoandpratt.com,Sue,Walter,IT Security Manager,"Phililps, Arroyo and Pratt",,,Open,Enterprise Event,True,False,50,False,,,Cybersecurity,2026-04-23 23:59:08,2026-05-15 03:00:00,2026-04-25 23:59:08
00Q7gTuRmDIBkujdQM,timothy.sanchez@wrightramosandbennett.com,Timothy,Sanchez,,"Wright, Ramos and Bennett",Security Executive,VP,MQL,Referral,False,False,91,False,,777-290-7141x63356,,2026-04-03 20:23:08,2026-05-15 03:00:00,2026-04-17 02:23:08
00Qo2x2Zgkgg7wMh55,emily.nicholson@collierwrightanddavis.com,Emily,Nicholson,Director of Cybersecurity,"Collier, Wright and Davis",Security Leadership,,Converted,Paid Search,False,False,61,True,0032qEwq4XW18WjjBX,,Technology,2026-03-14 00:45:08,2026-05-15 03:00:00,2026-03-23 05:45:08
00QhATiuhVvED8LNi6,thomas.gomez@spencerandsons.com,Thomas,Gomez,Cyber Security Analyst,Spencer and Sons  ,Security Operations,Individual Contributor,Converted,Webinar,False,False,55,True,003WYnfwm0wDig4w0W,001-542-537-3334,Cybersecurity,2026-01-01 22:11:08,2026-01-01 22:11:08,2026-01-18 07:11:08
00QZI5AnnUhRiTRAdg,michael.maxwell@conleyplc.com,Michael,Maxwell,Cyber Security Analyst,Conley PLC,Security Operations,Individual Contributor,Working,Paid Search,False,False,58,False,,,,2026-01-05 07:28:08,2026-05-15 03:00:00,
00QiG6DSBNagdNLkjy,stephanie.vasquez@moraltd.com,Stephanie,Vasquez,IT Security Manager,Mora Ltd,,Manager,Working,Referral,False,False,63,False,,6809759579,Technology,2026-04-20 12:32:08,2026-05-15 03:00:00,
